query,sku,clicks,rank,num_impressions,doc_id,product_name,query_id
antennas,8939839,13,1.0,124,8939839,fake,1716
antennas,9119642,12,2.0,124,9119642,fake,1716
anthrax,3276438,40,1.0,72,3276438,fake,1717
anti virus,1520158,16,2.0,97,1520158,fake,1718
anti virus,8856829,11,3.0,97,8856829,fake,1718
anti virus,8856865,21,1.0,97,8856865,fake,1718
antivirus,1520158,14,2.0,101,1520158,fake,1719
antivirus,8856829,11,3.0,101,8856829,fake,1719
antivirus,8856865,27,1.0,101,8856865,fake,1719
apc,1599253,10,2.0,102,1599253,fake,1720
apc,9307788,10,2.0,102,9307788,fake,1720
apc,9307831,11,1.0,102,9307831,fake,1720
apple,1535836,25,5.0,683,1535836,fake,1721
apple,1535845,17,8.0,683,1535845,fake,1721
apple,1535918,17,8.0,683,1535918,fake,1721
apple,1945531,55,2.0,683,1945531,fake,1721
apple,2658077,24,6.0,683,2658077,fake,1721
apple,2658095,10,10.0,683,2658095,fake,1721
apple,2842056,29,4.0,683,2842056,fake,1721
apple,3108172,13,9.0,683,3108172,fake,1721
apple,9225377,34,3.0,683,9225377,fake,1721
apple,9689917,10,10.0,683,9689917,fake,1721
apple,9755322,157,1.0,683,9755322,fake,1721
apple,9755395,23,7.0,683,9755395,fake,1721
apple computer,9755322,16,1.0,48,9755322,fake,1722
apple computers,9755322,10,1.0,48,9755322,fake,1723
apple imac,2658077,20,1.0,42,2658077,fake,1724
apple imac,2658095,12,2.0,42,2658095,fake,1724
apple ipad,1945531,58,1.0,130,1945531,fake,1725
apple ipad,1945595,12,2.0,130,1945595,fake,1725
apple ipod,9225377,17,1.0,84,9225377,fake,1726
apple keyboard,9635348,14,1.0,31,9635348,fake,1727
apple laptop,1535836,18,4.0,218,1535836,fake,1728
apple laptop,1535845,16,5.0,218,1535845,fake,1728
apple laptop,1535918,22,3.0,218,1535918,fake,1728
apple laptop,3108172,15,6.0,218,3108172,fake,1728
apple laptop,9755322,74,1.0,218,9755322,fake,1728
apple laptop,9755395,27,2.0,218,9755395,fake,1728
apple laptops,1535836,20,3.0,146,1535836,fake,1729
apple laptops,3108172,10,4.0,146,3108172,fake,1729
apple laptops,9755322,41,1.0,146,9755322,fake,1729
apple laptops,9755395,21,2.0,146,9755395,fake,1729
apple mac,9755322,21,1.0,73,9755322,fake,1730
apple mac book,9755322,10,1.0,22,9755322,fake,1731
apple macbook,9755322,29,1.0,63,9755322,fake,1732
apple macbook pro,9755322,20,1.0,39,9755322,fake,1733
apple tv,1074778,17,3.0,312,1074778,fake,1734
apple tv,1331156,202,1.0,312,1331156,fake,1734
apple tv,2825041,11,5.0,312,2825041,fake,1734
apple tv,9225377,18,2.0,312,9225377,fake,1734
apple tv,9225411,16,4.0,312,9225411,fake,1734
aquos,2009333,17,1.0,78,2009333,fake,1735
aquos,2380127,13,2.0,78,2380127,fake,1735
aquos,2380145,10,3.0,78,2380145,fake,1735
archer,1594142,13,1.0,20,1594142,fake,1736
arkham city,2173056,31,1.0,55,2173056,fake,1737
arkham city,3046579,21,2.0,55,3046579,fake,1737
assassins creed,2613621,10,1.0,38,2613621,fake,1738
asus,1418579,17,13.0,1163,1418579,fake,1739
asus,1418758,24,11.0,1163,1418758,fake,1739
asus,1774899,11,16.0,1163,1774899,fake,1739
asus,2475112,46,6.0,1163,2475112,fake,1739
asus,2475916,123,2.0,1163,2475916,fake,1739
asus,2634096,26,10.0,1163,2634096,fake,1739
asus,2634102,19,12.0,1163,2634102,fake,1739
asus,2634111,15,15.0,1163,2634111,fake,1739
asus,2663006,43,8.0,1163,2663006,fake,1739
asus,2690124,10,17.0,1163,2690124,fake,1739
asus,2712297,44,7.0,1163,2712297,fake,1739
asus,2712418,40,9.0,1163,2712418,fake,1739
asus,2712515,68,5.0,1163,2712515,fake,1739
asus,2712579,116,3.0,1163,2712579,fake,1739
asus,2842056,16,14.0,1163,2842056,fake,1739
asus,2842766,43,8.0,1163,2842766,fake,1739
asus,2881042,96,4.0,1163,2881042,fake,1739
asus,2906406,127,1.0,1163,2906406,fake,1739
asus,3411128,10,17.0,1163,3411128,fake,1739
asus desktop,2634096,11,1.0,32,2634096,fake,1740
asus eee,2475112,15,2.0,51,2475112,fake,1741
asus eee,2475916,25,1.0,51,2475916,fake,1741
asus eee pad,2475112,18,2.0,70,2475112,fake,1742
asus eee pad,2475916,32,1.0,70,2475916,fake,1742
asus eee pad transformer,2475916,16,1.0,38,2475916,fake,1743
asus g74,2712579,15,1.0,30,2712579,fake,1744
asus i5,2906406,16,1.0,27,2906406,fake,1745
asus laptop,2712297,14,4.0,178,2712297,fake,1746
asus laptop,2712418,10,6.0,178,2712418,fake,1746
asus laptop,2712515,24,2.0,178,2712515,fake,1746
asus laptop,2712579,24,2.0,178,2712579,fake,1746
asus laptop,2842766,13,5.0,178,2842766,fake,1746
asus laptop,2881042,18,3.0,178,2881042,fake,1746
asus laptop,2906406,26,1.0,178,2906406,fake,1746
asus pad,2475916,12,1.0,24,2475916,fake,1747
asus tablet,2475112,40,2.0,168,2475112,fake,1748
asus tablet,2475916,56,1.0,168,2475916,fake,1748
asus tablet,2663006,17,3.0,168,2663006,fake,1748
asus transformer,2475112,122,2.0,542,2475112,fake,1749
asus transformer,2475916,207,1.0,542,2475916,fake,1749
asus transformer,2663006,109,3.0,542,2663006,fake,1749
asus transformer,2690124,23,5.0,542,2690124,fake,1749
asus transformer,2842056,16,6.0,542,2842056,fake,1749
asus transformer,3458428,25,4.0,542,3458428,fake,1749
atrix,1800355,47,1.0,91,1800355,fake,1750
atrix,2181216,13,2.0,91,2181216,fake,1750
aux cable,8959834,30,1.0,42,8959834,fake,1751
avatar,1283713,10,2.0,101,1283713,fake,1752
avatar,1283795,26,1.0,101,1283795,fake,1752
avenged sevenfold,1063148,10,1.0,29,1063148,fake,1753
averatec,9047266,49,1.0,66,9047266,fake,1754
awolnation,2122254,19,1.0,20,2122254,fake,1755
babylon 5,5405536,10,1.0,52,5405536,fake,1756
babylon 5,6263991,10,1.0,52,6263991,fake,1756
back to the future,1330879,10,2.0,33,1330879,fake,1757
back to the future,1330888,13,1.0,33,1330888,fake,1757
back up camera,8840953,10,2.0,30,8840953,fake,1758
back up camera,9044875,11,1.0,30,9044875,fake,1758
backpack,8788813,14,1.0,114,8788813,fake,1759
backup camera,9044875,12,1.0,25,9044875,fake,1760
bad meets evil,2759515,15,2.0,47,2759515,fake,1761
bad meets evil,2759551,28,1.0,47,2759551,fake,1761
bamboo,9468961,19,1.0,52,9468961,fake,1762
bamboo,9469014,12,2.0,52,9469014,fake,1762
batman,2173056,49,1.0,149,2173056,fake,1763
batman,3046579,12,3.0,149,3046579,fake,1763
batman,9927337,17,2.0,149,9927337,fake,1763
batman arkham city,2173056,50,1.0,103,2173056,fake,1764
batman arkham city,3046579,33,2.0,103,3046579,fake,1764
battery backup,1151106,11,2.0,129,1151106,fake,1765
battery backup,9307788,18,1.0,129,9307788,fake,1765
battery backup,9926091,18,1.0,129,9926091,fake,1765
battlefield,2107449,23,1.0,79,2107449,fake,1766
battlefield 2,1182209,23,1.0,68,1182209,fake,1767
battlefield 3,2107449,71,1.0,126,2107449,fake,1768
battlefield 3,2108032,32,2.0,126,2108032,fake,1768
battlestar galactica,9407288,11,1.0,51,9407288,fake,1769
beats,1232447,36,12.0,1349,1232447,fake,1770
beats,1232474,94,3.0,1349,1232474,fake,1770
beats,1232483,29,14.0,1349,1232483,fake,1770
beats,2074648,60,7.0,1349,2074648,fake,1770
beats,2390703,51,10.0,1349,2390703,fake,1770
beats,2799036,25,16.0,1349,2799036,fake,1770
beats,2800033,11,18.0,1349,2800033,fake,1770
beats,8913606,70,5.0,1349,8913606,fake,1770
beats,9492408,73,4.0,1349,9492408,fake,1770
beats,9492426,237,1.0,1349,9492426,fake,1770
beats,9632217,56,9.0,1349,9632217,fake,1770
beats,9710711,42,11.0,1349,9710711,fake,1770
beats,9740784,23,17.0,1349,9740784,fake,1770
beats,9819884,30,13.0,1349,9819884,fake,1770
beats,9836432,65,6.0,1349,9836432,fake,1770
beats,9836627,10,19.0,1349,9836627,fake,1770
beats,9836718,236,2.0,1349,9836718,fake,1770
beats,9845581,57,8.0,1349,9845581,fake,1770
beats,9999159900050003,11,18.0,1349,9999159900050003,fake,1770
beats,9999159900050004,26,15.0,1349,9999159900050004,fake,1770
beats audio,9492426,10,2.0,66,9492426,fake,1771
beats audio,9999159900050004,11,1.0,66,9999159900050004,fake,1771
beats by dr dre,1232474,19,4.0,248,1232474,fake,1772
beats by dr dre,2074648,14,7.0,248,2074648,fake,1772
beats by dr dre,2390703,18,5.0,248,2390703,fake,1772
beats by dr dre,8913606,12,9.0,248,8913606,fake,1772
beats by dr dre,9492408,16,6.0,248,9492408,fake,1772
beats by dr dre,9492426,25,2.0,248,9492426,fake,1772
beats by dr dre,9632217,13,8.0,248,9632217,fake,1772
beats by dr dre,9710711,10,10.0,248,9710711,fake,1772
beats by dr dre,9836432,23,3.0,248,9836432,fake,1772
beats by dr dre,9836718,53,1.0,248,9836718,fake,1772
beats by dr. dre,9492426,10,2.0,88,9492426,fake,1773
beats by dr. dre,9836718,16,1.0,88,9836718,fake,1773
beats by dre,1232474,57,5.0,883,1232474,fake,1774
beats by dre,1232483,31,10.0,883,1232483,fake,1774
beats by dre,2074648,55,6.0,883,2074648,fake,1774
beats by dre,2390703,52,7.0,883,2390703,fake,1774
beats by dre,2800033,10,16.0,883,2800033,fake,1774
beats by dre,8913606,65,3.0,883,8913606,fake,1774
beats by dre,9492408,49,8.0,883,9492408,fake,1774
beats by dre,9492426,150,1.0,883,9492426,fake,1774
beats by dre,9632217,47,9.0,883,9632217,fake,1774
beats by dre,9710711,30,11.0,883,9710711,fake,1774
beats by dre,9740775,10,16.0,883,9740775,fake,1774
beats by dre,9819884,18,14.0,883,9819884,fake,1774
beats by dre,9836432,61,4.0,883,9836432,fake,1774
beats by dre,9836627,13,15.0,883,9836627,fake,1774
beats by dre,9836718,125,2.0,883,9836718,fake,1774
beats by dre,9845581,23,12.0,883,9845581,fake,1774
beats by dre,9999159900050004,19,13.0,883,9999159900050004,fake,1774
beats headphones,9492408,17,2.0,125,9492408,fake,1775
beats headphones,9492426,16,3.0,125,9492426,fake,1775
beats headphones,9836718,20,1.0,125,9836718,fake,1775
beats pro,9710711,17,1.0,45,9710711,fake,1776
beats pro,9819884,17,1.0,45,9819884,fake,1776
beats solo,9836718,10,1.0,34,9836718,fake,1777
beats studio,9632217,23,1.0,39,9632217,fake,1778
beats tour,9492426,28,1.0,43,9492426,fake,1779
ben hur,3235111,14,1.0,28,3235111,fake,1780
beyonce,2842587,74,1.0,148,2842587,fake,1781
beyonce,9600443,14,2.0,148,9600443,fake,1781
beyonce,15471142,11,3.0,148,15471142,fake,1781
big bang theory,1171051,13,5.0,181,1171051,fake,1782
big bang theory,2965083,68,1.0,181,2965083,fake,1782
big bang theory,3158167,15,4.0,181,3158167,fake,1782
big bang theory,3158389,36,2.0,181,3158389,fake,1782
big bang theory,8953395,18,3.0,181,8953395,fake,1782
big bang theory season 4,2965083,18,1.0,40,2965083,fake,1783
big bang theory season 4,3158389,10,2.0,40,3158389,fake,1783
big sean,2904462,20,1.0,26,2904462,fake,1784
bionic,3012015,47,2.0,281,3012015,fake,1785
bionic,3122039,208,1.0,281,3122039,fake,1785
black ops,9902392,36,1.0,64,9902392,fake,1786
blackberry,2265381,36,1.0,247,2265381,fake,1787
blackberry,2387041,10,3.0,247,2387041,fake,1787
blackberry,2842056,10,3.0,247,2842056,fake,1787
blackberry,3369443,19,2.0,247,3369443,fake,1787
blackberry playbook,2265381,92,1.0,183,2265381,fake,1788
blackberry playbook,2387032,15,4.0,183,2387032,fake,1788
blackberry playbook,2387041,25,3.0,183,2387041,fake,1788
blackberry playbook,2842056,34,2.0,183,2842056,fake,1788
blackberry tablet,2265381,24,1.0,44,2265381,fake,1789
blank media,7141844,10,1.0,71,7141844,fake,1790
bleach,8916382,12,1.0,95,8916382,fake,1791
blink 182,3511109,26,2.0,194,3511109,fake,1792
blink 182,3511206,116,1.0,194,3511206,fake,1792
blink 182,7504603,14,3.0,194,7504603,fake,1792
blu ray,2004046,10,1.0,182,2004046,fake,1793
blu ray player,1233058,16,2.0,138,1233058,fake,1794
blu ray player,2003047,13,3.0,138,2003047,fake,1794
blu ray player,2004046,11,5.0,138,2004046,fake,1794
blu ray player,2024401,17,1.0,138,2024401,fake,1794
blu ray player,2965171,12,4.0,138,2965171,fake,1794
blue ray player,1233058,10,1.0,76,1233058,fake,1795
blue ray player,2003047,10,1.0,76,2003047,fake,1795
blue tooth,2022316,12,3.0,224,2022316,fake,1796
blue tooth,2538181,17,1.0,224,2538181,fake,1796
blue tooth,2869053,10,4.0,224,2869053,fake,1796
blue tooth,9101143,10,4.0,224,9101143,fake,1796
blue tooth,9246862,13,2.0,224,9246862,fake,1796
bluetooth,1247988,16,9.0,642,1247988,fake,1797
bluetooth,1326039,25,4.0,642,1326039,fake,1797
bluetooth,1407325,12,13.0,642,1407325,fake,1797
bluetooth,1658274,11,14.0,642,1658274,fake,1797
bluetooth,1902051,22,6.0,642,1902051,fake,1797
bluetooth,1931496,14,11.0,642,1931496,fake,1797
bluetooth,2022316,19,8.0,642,2022316,fake,1797
bluetooth,2264036,20,7.0,642,2264036,fake,1797
bluetooth,2336042,10,15.0,642,2336042,fake,1797
bluetooth,2538181,69,1.0,642,2538181,fake,1797
bluetooth,2992147,11,14.0,642,2992147,fake,1797
bluetooth,2992183,12,13.0,642,2992183,fake,1797
bluetooth,8781348,14,11.0,642,8781348,fake,1797
bluetooth,8781428,15,10.0,642,8781428,fake,1797
bluetooth,9101143,13,12.0,642,9101143,fake,1797
bluetooth,9246862,29,2.0,642,9246862,fake,1797
bluetooth,9372332,27,3.0,642,9372332,fake,1797
bluetooth,9604444,13,12.0,642,9604444,fake,1797
bluetooth,9705673,23,5.0,642,9705673,fake,1797
bluetooth,9705691,10,15.0,642,9705691,fake,1797
bluetooth,9986644,15,10.0,642,9986644,fake,1797
bluetooth adapter,1931496,13,3.0,112,1931496,fake,1798
bluetooth adapter,8588218,12,4.0,112,8588218,fake,1798
bluetooth adapter,8781348,28,1.0,112,8781348,fake,1798
bluetooth adapter,8781428,15,2.0,112,8781428,fake,1798
bluetooth adapter,8820886,12,4.0,112,8820886,fake,1798
bluetooth headphones,1326039,51,3.0,240,1326039,fake,1799
bluetooth headphones,2264036,55,2.0,240,2264036,fake,1799
bluetooth headphones,9246862,78,1.0,240,9246862,fake,1799
bluetooth headphones,9740214,15,4.0,240,9740214,fake,1799
bluetooth headset,1151503,11,3.0,199,1151503,fake,1800
bluetooth headset,2538181,23,1.0,199,2538181,fake,1800
bluetooth headset,9246862,14,2.0,199,9246862,fake,1800
bluetooth headset,9705673,10,4.0,199,9705673,fake,1800
bluetooth headsets,2538181,10,1.0,79,2538181,fake,1801
bluetooth headsets,3217364,10,1.0,79,3217364,fake,1801
bluetooth headsets,9246862,10,1.0,79,9246862,fake,1801
bluetooth keyboard,1355076,10,4.0,105,1355076,fake,1802
bluetooth keyboard,1831212,22,1.0,105,1831212,fake,1802
bluetooth keyboard,1895069,12,3.0,105,1895069,fake,1802
bluetooth keyboard,2573486,10,4.0,105,2573486,fake,1802
bluetooth keyboard,3004574,15,2.0,105,3004574,fake,1802
bluetooth mouse,1831212,10,3.0,68,1831212,fake,1803
bluetooth mouse,2717753,22,1.0,68,2717753,fake,1803
bluetooth mouse,3086176,18,2.0,68,3086176,fake,1803
boardwalk empire,3215514,71,1.0,110,3215514,fake,1804
boardwalk empire,3215757,33,2.0,110,3215757,fake,1804
bobaflex,3081278,17,1.0,26,3081278,fake,1805
bobby valentino,3831973,10,2.0,68,3831973,fake,1806
bobby valentino,7072375,12,1.0,68,7072375,fake,1806
bon jovi,1672329,17,1.0,62,1672329,fake,1807
bone thugs,6326521,10,1.0,61,6326521,fake,1808
bones,1196065,17,1.0,41,1196065,fake,1809
boom box,8521094,11,1.0,70,8521094,fake,1810
boom box,9504707,10,2.0,70,9504707,fake,1810
boombox,7022839,13,2.0,152,7022839,fake,1811
boombox,8521094,21,1.0,152,8521094,fake,1811
boombox,11003709,10,3.0,152,11003709,fake,1811
boombox,16019657,13,2.0,152,16019657,fake,1811
boost,2414049,16,1.0,53,2414049,fake,1812
boost mobile,1264349,10,6.0,272,1264349,fake,1813
boost mobile,1414591,19,3.0,272,1414591,fake,1813
boost mobile,2209216,10,6.0,272,2209216,fake,1813
boost mobile,2414049,101,1.0,272,2414049,fake,1813
boost mobile,2431901,19,3.0,272,2431901,fake,1813
boost mobile,2602042,18,4.0,272,2602042,fake,1813
boost mobile,2769054,10,6.0,272,2769054,fake,1813
boost mobile,2769197,16,5.0,272,2769197,fake,1813
boost mobile,2832078,42,2.0,272,2832078,fake,1813
boost mobile phones,2414049,23,1.0,65,2414049,fake,1814
boost phones,2414049,13,1.0,32,2414049,fake,1815
bose,1114791,53,2.0,707,1114791,fake,1816
bose,1117121,23,8.0,707,1117121,fake,1816
bose,1246325,38,4.0,707,1246325,fake,1816
bose,1247988,14,13.0,707,1247988,fake,1816
bose,2683194,22,9.0,707,2683194,fake,1816
bose,2775811,24,7.0,707,2775811,fake,1816
bose,2989098,24,7.0,707,2989098,fake,1816
bose,4151394,11,16.0,707,4151394,fake,1816
bose,4349351,11,16.0,707,4349351,fake,1816
bose,7867114,16,12.0,707,7867114,fake,1816
bose,7933686,29,6.0,707,7933686,fake,1816
bose,7996403,33,5.0,707,7996403,fake,1816
bose,7997368,13,14.0,707,7997368,fake,1816
bose,8509438,19,10.0,707,8509438,fake,1816
bose,8896233,19,10.0,707,8896233,fake,1816
bose,9039818,18,11.0,707,9039818,fake,1816
bose,9077768,12,15.0,707,9077768,fake,1816
bose,9450578,64,1.0,707,9450578,fake,1816
bose,9464108,52,3.0,707,9464108,fake,1816
bose,9480411,23,8.0,707,9480411,fake,1816
bose headphones,1114791,38,2.0,147,1114791,fake,1817
bose headphones,1117121,17,3.0,147,1117121,fake,1817
bose headphones,9450578,44,1.0,147,9450578,fake,1817
bose home theater,9464108,10,1.0,21,9464108,fake,1818
bose speakers,2683194,11,1.0,97,2683194,fake,1819
bourne,9071899,11,1.0,47,9071899,fake,1820
boxee,2070351,29,1.0,36,2070351,fake,1821
brad paisley,1114655,10,1.0,46,1114655,fake,1822
brantley gilbert,3106896,13,5.0,123,3106896,fake,1823
brantley gilbert,3425616,14,4.0,123,3425616,fake,1823
brantley gilbert,3425689,43,1.0,123,3425689,fake,1823
brantley gilbert,9578691,21,3.0,123,9578691,fake,1823
brantley gilbert,9795756,23,2.0,123,9795756,fake,1823
braun,7523593,10,2.0,71,7523593,fake,1824
braun,8037929,10,2.0,71,8037929,fake,1824
braun,8442296,11,1.0,71,8442296,fake,1824
breaking bad,2579471,13,1.0,60,2579471,fake,1825
breaking bad,9189237,11,2.0,60,9189237,fake,1825
breaking bad,9729855,10,3.0,60,9729855,fake,1825
breaking benjamin,3086825,11,1.0,39,3086825,fake,1826
breville,8627319,14,2.0,39,8627319,fake,1827
breville,8627337,15,1.0,39,8627337,fake,1827
breville juicer,8627319,13,1.0,26,8627319,fake,1828
bridesmaids,3142193,303,1.0,440,3142193,fake,1829
bridesmaids,3142306,100,2.0,440,3142306,fake,1829
bridesmaids,19042281,13,3.0,440,19042281,fake,1829
bruno mars,1257093,13,1.0,22,1257093,fake,1830
buffalo,9318464,12,1.0,67,9318464,fake,1831
burlesque,1437726,11,1.0,24,1437726,fake,1832
bush,3200179,18,1.0,43,3200179,fake,1833
bush,3390655,15,2.0,43,3390655,fake,1833
cable modem,2836657,171,1.0,568,2836657,fake,1834
cable modem,2847643,58,3.0,568,2847643,fake,1834
cable modem,8229044,169,2.0,568,8229044,fake,1834
cable modem,9609316,11,6.0,568,9609316,fake,1834
cable modem,9791996,16,5.0,568,9791996,fake,1834
cable modem,9856748,11,6.0,568,9856748,fake,1834
cable modem,9962417,42,4.0,568,9962417,fake,1834
cable modem,18039178,10,7.0,568,18039178,fake,1834
cable modems,2836657,12,2.0,43,2836657,fake,1835
cable modems,8229044,15,1.0,43,8229044,fake,1835
cablecard,1308088,11,2.0,74,1308088,fake,1836
cablecard,9744971,17,1.0,74,9744971,fake,1836
cables,8915178,10,1.0,115,8915178,fake,1837
calculator,6621444,14,1.0,123,6621444,fake,1838
calculator,16444803,13,2.0,123,16444803,fake,1838
calculator,19080029,14,1.0,123,19080029,fake,1838
calculators,15466826,48,1.0,88,15466826,fake,1839
call of duty,2208275,10,3.0,130,2208275,fake,1840
call of duty,2670179,23,1.0,130,2670179,fake,1840
call of duty,9902392,19,2.0,130,9902392,fake,1840
camcorder,1159232,10,2.0,188,1159232,fake,1841
camcorder,1159311,24,1.0,188,1159311,fake,1841
camcorders,1159311,10,1.0,150,1159311,fake,1842
camelot,3194862,19,1.0,27,3194862,fake,1843
camera,1222817,20,2.0,406,1222817,fake,1844
camera,1987075,11,6.0,406,1987075,fake,1844
camera,1987084,13,5.0,406,1987084,fake,1844
camera,2049039,35,1.0,406,2049039,fake,1844
camera,2061077,17,4.0,406,2061077,fake,1844
camera,9456803,19,3.0,406,9456803,fake,1844
camera,9720275,11,6.0,406,9720275,fake,1844
camera bag,7039518,20,1.0,96,7039518,fake,1845
camera bag,9808518,10,2.0,96,9808518,fake,1845
camera case,2055085,12,2.0,74,2055085,fake,1846
camera case,5878963,20,1.0,74,5878963,fake,1846
camera cases,5878963,12,2.0,74,5878963,fake,1847
camera cases,7039518,13,1.0,74,7039518,fake,1847
cameras,1159311,11,5.0,356,1159311,fake,1848
cameras,1222817,23,2.0,356,1222817,fake,1848
cameras,2049039,29,1.0,356,2049039,fake,1848
cameras,2061068,10,6.0,356,2061068,fake,1848
cameras,2061077,16,3.0,356,2061077,fake,1848
cameras,9456803,15,4.0,356,9456803,fake,1848
cannon,1987075,12,1.0,110,1987075,fake,1849
cannon,2044104,10,2.0,110,2044104,fake,1849
canon,1218369,10,8.0,328,1218369,fake,1850
canon,1218378,30,2.0,328,1218378,fake,1850
canon,1980124,26,3.0,328,1980124,fake,1850
canon,1987075,32,1.0,328,1987075,fake,1850
canon,2030078,12,7.0,328,2030078,fake,1850
canon,2044104,18,4.0,328,2044104,fake,1850
canon,2044265,14,6.0,328,2044265,fake,1850
canon,2419099,16,5.0,328,2419099,fake,1850
canon 60d,1221963,36,1.0,64,1221963,fake,1851
canon 60d,1222177,17,2.0,64,1222177,fake,1851
canon 7d,9491935,35,1.0,65,9491935,fake,1852
canon 7d,9491944,13,2.0,65,9491944,fake,1852
canon digital camera,2044265,10,1.0,77,2044265,fake,1853
canon g7,7802844,12,1.0,66,7802844,fake,1854
canon lens,1980124,19,1.0,125,1980124,fake,1855
canon lens,1987075,17,2.0,125,1987075,fake,1855
canon lens,2473035,10,4.0,125,2473035,fake,1855
canon lens,2823760,17,2.0,125,2823760,fake,1855
canon lens,8758114,11,3.0,125,8758114,fake,1855
canon powershot,1218378,10,3.0,112,1218378,fake,1856
canon powershot,2044104,15,1.0,112,2044104,fake,1856
canon powershot,2044265,14,2.0,112,2044265,fake,1856
canon rebel,1987075,23,1.0,64,1987075,fake,1857
canon s95,1218369,21,1.0,23,1218369,fake,1858
canon sd1000,2044104,21,1.0,65,2044104,fake,1859
canon sd1000,2044131,14,2.0,65,2044131,fake,1859
canon t2i,9778635,26,1.0,45,9778635,fake,1860
canon t3,1987075,12,1.0,22,1987075,fake,1861
canon t3i,1980124,16,1.0,60,1980124,fake,1862
capture card,1308088,17,4.0,161,1308088,fake,1863
capture card,9234205,19,3.0,161,9234205,fake,1863
capture card,9317768,28,2.0,161,9317768,fake,1863
capture card,9714371,10,5.0,161,9714371,fake,1863
capture card,9714459,37,1.0,161,9714459,fake,1863
car alarms,9337121,12,1.0,53,9337121,fake,1864
car audio,1149978,11,4.0,360,1149978,fake,1865
car audio,1685043,18,3.0,360,1685043,fake,1865
car audio,1685061,45,1.0,360,1685061,fake,1865
car audio,1733053,18,3.0,360,1733053,fake,1865
car audio,2045097,10,5.0,360,2045097,fake,1865
car audio,9892921,21,2.0,360,9892921,fake,1865
car cd player,1685061,13,1.0,61,1685061,fake,1866
car cd players,1685061,12,1.0,52,1685061,fake,1867
car dvd player,2238254,11,1.0,100,2238254,fake,1868
car radio,1149887,17,3.0,287,1149887,fake,1869
car radio,1149978,12,5.0,287,1149978,fake,1869
car radio,1149996,10,7.0,287,1149996,fake,1869
car radio,1685043,17,3.0,287,1685043,fake,1869
car radio,1685061,51,1.0,287,1685061,fake,1869
car radio,1733053,22,2.0,287,1733053,fake,1869
car radio,2045097,13,4.0,287,2045097,fake,1869
car radio,9912771,11,6.0,287,9912771,fake,1869
car radios,1149887,12,3.0,162,1149887,fake,1870
car radios,1149978,13,2.0,162,1149978,fake,1870
car radios,1685061,22,1.0,162,1685061,fake,1870
car speakers,1671393,15,4.0,284,1671393,fake,1871
car speakers,1671453,24,2.0,284,1671453,fake,1871
car speakers,1982098,10,5.0,284,1982098,fake,1871
car speakers,8732794,15,4.0,284,8732794,fake,1871
car speakers,9454752,39,1.0,284,9454752,fake,1871
car speakers,9985099,22,3.0,284,9985099,fake,1871
car stereo,1149632,10,11.0,570,1149632,fake,1872
car stereo,1149887,42,2.0,570,1149887,fake,1872
car stereo,1149978,35,3.0,570,1149978,fake,1872
car stereo,1149996,30,5.0,570,1149996,fake,1872
car stereo,1685043,33,4.0,570,1685043,fake,1872
car stereo,1685061,100,1.0,570,1685061,fake,1872
car stereo,1733053,27,6.0,570,1733053,fake,1872
car stereo,1750059,20,7.0,570,1750059,fake,1872
car stereo,2045097,17,8.0,570,2045097,fake,1872
car stereo,9764408,13,10.0,570,9764408,fake,1872
car stereo,9921879,14,9.0,570,9921879,fake,1872
car stereos,1149887,16,2.0,209,1149887,fake,1873
car stereos,1149996,10,6.0,209,1149996,fake,1873
car stereos,1685043,11,5.0,209,1685043,fake,1873
car stereos,1685061,28,1.0,209,1685061,fake,1873
car stereos,1733053,15,3.0,209,1733053,fake,1873
car stereos,1750059,12,4.0,209,1750059,fake,1873
car stereos,2045097,10,6.0,209,2045097,fake,1873
carpet cleaner,5457542,21,1.0,43,5457542,fake,1874
carrie underwood,1241199,15,1.0,74,1241199,fake,1875
carter,3143987,11,1.0,27,3143987,fake,1876
carter 4,1372886,17,4.0,371,1372886,fake,1877
carter 4,3143987,167,1.0,371,3143987,fake,1877
carter 4,3143996,53,3.0,371,3143996,fake,1877
carter 4,3232178,114,2.0,371,3232178,fake,1877
carter IV,3143987,26,1.0,62,3143987,fake,1878
carter IV,3232178,23,2.0,62,3232178,fake,1878
carter iv,3143987,32,1.0,74,3143987,fake,1879
carter iv,3232178,29,2.0,74,3232178,fake,1879
casio,2134037,11,3.0,120,2134037,fake,1880
casio,2134046,17,1.0,120,2134046,fake,1880
casio,2180732,13,2.0,120,2180732,fake,1880
casio exilim,2449141,19,1.0,56,2449141,fake,1881
casio exilim,2612598,11,2.0,56,2612598,fake,1881
cassette adapter,1658168,12,1.0,29,1658168,fake,1882
castle,2901068,11,1.0,29,2901068,fake,1883
castle,9929926,11,1.0,29,9929926,fake,1883
cb radio,9391222,15,1.0,39,9391222,fake,1884
cb radio,9391302,14,2.0,39,9391302,fake,1884
cd changer,1676121,15,1.0,85,1676121,fake,1885
cd changer,6335165,10,2.0,85,6335165,fake,1885
cd changer,8761627,10,2.0,85,8761627,fake,1885
cd player,9457651,11,1.0,140,9457651,fake,1886
cd players,1733053,13,1.0,93,1733053,fake,1887
cd recorder,1676121,10,1.0,62,1676121,fake,1888
cell phone booster,1260825,15,1.0,54,1260825,fake,1889
cell phone signal booster,1260816,10,1.0,37,1260816,fake,1890
